n_neighbors,n_topics,n_outliers,coherence_cv,irbo
5,386,1365,0.6640632551478437,0.9996368753676909
7,348,1607,0.6636312614829315,0.9995252519174105
10,287,1837,0.6642060027222574,0.9996188996734239
12,314,2002,0.6769170811430006,0.9996274341453782
15,171,2137,0.6638025096526833,0.9995854576860409
18,161,1823,0.6923378836350824,0.9995276219172958
20,83,2091,0.678985650193875,0.9997118716813326
25,245,1933,0.660968648656982,0.9995685175451013
30,314,2172,0.6522969059398019,0.999673695247174
